"","ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms","Reached.on.Time_Y.N"
"5449",5449,"4","2",6,4,157,6,"1","2",9,5354,1
"5450",5450,"5","2",5,3,169,4,"1","2",4,5683,0
"5451",5451,"1","2",5,3,268,3,"2","2",9,4152,1
"5452",5452,"2","2",4,4,259,7,"2","1",7,4408,0
"5453",5453,"3","2",3,2,135,7,"2","2",5,4716,0
"5454",5454,"5","1",4,1,196,5,"1","1",7,5380,0
"5455",5455,"4","1",5,5,132,2,"3","2",1,4233,0
"5456",5456,"5","1",3,5,256,2,"2","2",9,5750,0
"5457",5457,"1","1",3,5,240,8,"1","1",9,4436,1
"5458",5458,"2","1",2,3,225,7,"3","1",7,4009,1
"5459",5459,"3","1",5,2,205,3,"1","2",3,5182,0
"5460",5460,"5","1",4,4,146,3,"1","2",10,5805,0
"5461",5461,"4","1",7,3,281,4,"1","2",4,1480,0
"5462",5462,"5","1",6,4,256,4,"1","2",2,1752,1
"5463",5463,"1","1",6,2,304,4,"1","1",2,1256,1
"5464",5464,"2","1",6,4,285,4,"2","1",9,1180,0
"5465",5465,"3","1",7,5,283,5,"1","1",8,1578,0
"5466",5466,"5","1",6,4,304,4,"1","1",6,1890,1
"5467",5467,"4","1",6,1,282,4,"2","1",4,1716,0
"5468",5468,"5","1",6,3,304,5,"2","2",6,1184,0
"5469",5469,"1","1",6,5,301,5,"2","1",3,1628,0
"5470",5470,"2","1",7,1,296,4,"1","2",10,1230,1
"5471",5471,"3","1",6,5,264,4,"1","1",1,1039,1
"5472",5472,"5","1",6,4,306,4,"1","1",9,1595,0
"5473",5473,"4","1",4,1,241,3,"1","1",4,4493,1
"5474",5474,"5","1",4,5,266,3,"2","1",8,4889,0
"5475",5475,"1","1",4,4,253,2,"1","2",6,5892,0
"5476",5476,"2","3",4,2,192,3,"2","2",3,4922,0
"5477",5477,"3","3",4,5,263,4,"2","2",7,4243,1
"5478",5478,"5","3",4,4,198,6,"2","1",9,5730,1
"5479",5479,"4","3",3,4,225,2,"3","1",5,5997,0
"5480",5480,"5","3",3,2,209,2,"2","1",6,5095,1
"5481",5481,"1","3",3,1,222,3,"2","2",8,4650,1
"5482",5482,"2","3",3,5,162,3,"2","1",1,4480,0
"5483",5483,"3","3",5,4,217,2,"2","1",4,4380,1
"5484",5484,"5","3",3,4,252,4,"1","2",10,5495,0
"5485",5485,"4","3",4,5,236,3,"1","1",8,4132,0
"5486",5486,"5","3",4,5,113,3,"2","2",10,4053,1
"5487",5487,"1","3",6,1,157,6,"1","1",1,4631,1
"5488",5488,"2","3",5,5,169,4,"1","2",2,4188,0
"5489",5489,"3","3",5,5,268,3,"2","1",2,4459,1
"5490",5490,"5","3",4,1,259,7,"2","2",4,5102,0
"5491",5491,"4","3",3,2,135,7,"2","1",8,4901,0
"5492",5492,"5","3",4,4,196,5,"1","2",6,4258,0
"5493",5493,"1","3",5,5,132,2,"3","1",6,4392,0
"5494",5494,"2","3",3,5,256,2,"2","2",4,5368,1
"5495",5495,"3","3",3,2,240,8,"1","2",9,4908,0
"5496",5496,"5","3",2,2,225,7,"3","1",9,4947,1
"5497",5497,"4","3",5,2,205,3,"1","2",2,4270,0
"5498",5498,"5","2",4,4,146,3,"1","1",10,4472,1
"5499",5499,"1","2",7,3,281,4,"1","1",1,1215,1
"5500",5500,"2","2",6,4,256,4,"1","2",9,1676,0
"5501",5501,"3","2",6,4,304,4,"1","1",7,1226,1
"5502",5502,"5","2",6,2,285,4,"2","1",6,1016,1
"5503",5503,"4","2",7,2,283,5,"1","2",10,1722,1
"5504",5504,"5","2",6,5,304,4,"1","2",6,1864,1
"5505",5505,"1","2",6,2,282,4,"2","1",8,1553,0
"5506",5506,"2","2",6,3,304,5,"2","2",10,1254,1
"5507",5507,"3","2",6,5,301,5,"2","2",7,1209,1
"5508",5508,"5","2",7,1,296,4,"1","1",4,1446,0
"5509",5509,"4","2",6,5,264,4,"1","2",4,1822,1
"5510",5510,"5","2",6,4,304,4,"1","1",6,1342,0
"5511",5511,"1","2",6,2,305,4,"1","1",8,1015,0
"5512",5512,"2","2",6,2,309,4,"1","1",7,1941,0
"5513",5513,"3","2",6,5,266,4,"2","2",6,1312,1
"5514",5514,"5","2",4,1,233,4,"1","1",2,1809,0
"5515",5515,"4","2",5,3,287,4,"1","1",2,1437,0
"5516",5516,"5","2",6,5,268,4,"1","1",10,1170,0
"5517",5517,"1","2",6,2,290,4,"2","1",2,1070,1
"5518",5518,"2","2",7,4,291,4,"3","1",4,1248,1
"5519",5519,"3","2",5,3,227,5,"2","1",2,1965,0
"5520",5520,"5","2",3,5,222,2,"1","1",9,1321,0
"5521",5521,"4","2",6,5,301,4,"2","2",2,1943,0
"5522",5522,"5","2",6,2,304,4,"2","2",10,1983,1
"5523",5523,"1","2",4,2,133,3,"1","1",2,1212,1
"5524",5524,"2","2",4,1,218,5,"1","2",5,1238,0
"5525",5525,"3","2",5,5,304,5,"1","2",8,1949,1
"5526",5526,"5","2",6,1,260,4,"2","1",9,1698,1
"5527",5527,"4","2",6,5,252,4,"1","2",9,1460,0
"5528",5528,"5","2",4,2,253,5,"1","1",5,1812,0
"5529",5529,"1","2",6,4,248,4,"1","2",6,1851,0
"5530",5530,"2","2",5,3,237,5,"2","2",4,1733,1
"5531",5531,"3","2",5,3,264,5,"2","2",5,1399,0
"5532",5532,"5","2",6,1,308,4,"2","1",1,1216,1
"5533",5533,"4","2",7,3,270,4,"2","2",10,1211,0
"5534",5534,"5","2",6,3,269,4,"2","2",6,1822,1
"5535",5535,"1","2",6,1,271,4,"1","2",9,1302,0
"5536",5536,"2","2",7,1,244,5,"2","2",3,1418,1
"5537",5537,"3","2",6,2,245,4,"1","2",8,1904,0
"5538",5538,"5","2",5,4,219,5,"1","1",5,1388,1
"5539",5539,"4","2",6,2,257,4,"1","2",4,1929,1
"5540",5540,"5","2",3,3,226,3,"1","1",4,5048,0
"5541",5541,"1","2",4,4,200,2,"1","1",5,5783,0
"5542",5542,"2","2",4,4,260,2,"1","1",3,5801,0
"5543",5543,"3","2",3,4,142,2,"2","2",7,5346,0
"5544",5544,"5","2",5,3,193,5,"2","1",3,5888,0
"5545",5545,"4","2",5,2,180,3,"2","1",1,4655,1
"5546",5546,"5","2",4,3,232,3,"2","2",8,5298,1
"5547",5547,"1","2",3,2,148,2,"1","2",1,4133,1
"5548",5548,"2","2",5,3,205,4,"1","1",9,4277,0
"5549",5549,"3","2",3,4,212,3,"2","2",3,4811,0
"5550",5550,"5","2",3,4,168,2,"2","1",9,5235,1
"5551",5551,"4","2",3,5,145,2,"1","2",2,4232,1
"5552",5552,"5","2",3,5,253,3,"2","1",9,5979,1
"5553",5553,"1","2",3,5,143,2,"1","2",6,4253,0
"5554",5554,"2","2",4,2,267,5,"1","1",9,4720,1
"5555",5555,"3","2",6,1,123,5,"2","1",5,5323,1
"5556",5556,"5","2",5,1,106,5,"2","2",4,4180,0
"5557",5557,"4","2",2,2,249,3,"1","2",3,4129,1
"5558",5558,"5","2",5,1,178,2,"1","2",5,4369,0
"5559",5559,"1","2",4,3,148,4,"1","2",1,4243,0
"5560",5560,"2","2",4,1,144,4,"2","1",6,5197,1
"5561",5561,"3","2",3,1,249,2,"1","2",2,5572,1
"5562",5562,"5","2",5,5,128,3,"1","1",9,5143,1
"5563",5563,"4","2",4,4,228,4,"3","1",1,5573,0
"5564",5564,"5","2",3,4,242,2,"1","2",10,5559,1
"5565",5565,"1","2",4,2,272,3,"2","2",1,4933,1
"5566",5566,"2","2",4,1,173,2,"2","2",8,4893,0
"5567",5567,"3","2",3,2,189,6,"1","1",7,4329,0
"5568",5568,"5","2",4,2,245,2,"1","1",3,4000,0
"5569",5569,"4","2",4,1,211,3,"3","1",5,5757,1
"5570",5570,"5","2",2,1,214,3,"3","1",1,4391,0
"5571",5571,"1","2",5,4,215,2,"1","2",1,5669,0
"5572",5572,"2","2",3,1,248,2,"2","1",1,5703,0
"5573",5573,"3","2",3,1,225,3,"2","1",2,4284,0
"5574",5574,"5","2",5,1,120,3,"1","1",7,4381,1
"5575",5575,"4","2",5,2,243,3,"1","2",8,4133,1
"5576",5576,"5","2",3,4,214,2,"1","1",10,4794,0
"5577",5577,"1","2",3,1,144,3,"1","2",8,5221,1
"5578",5578,"2","2",3,1,242,6,"1","1",10,5493,1
"5579",5579,"3","2",4,5,160,5,"2","2",3,4648,1
"5580",5580,"5","2",5,5,139,4,"2","2",3,4433,1
"5581",5581,"4","2",3,1,221,4,"2","2",8,5971,0
"5582",5582,"5","2",5,5,266,2,"2","1",7,5712,1
"5583",5583,"1","2",5,4,140,4,"1","2",10,4528,0
"5584",5584,"2","2",4,4,134,2,"1","1",1,5209,1
"5585",5585,"3","2",3,3,260,2,"1","1",7,5738,0
"5586",5586,"5","2",5,4,261,6,"2","2",4,5349,0
"5587",5587,"4","2",5,2,274,4,"2","2",7,4929,0
"5588",5588,"5","2",4,5,263,3,"2","1",3,4020,0
"5589",5589,"1","2",4,4,189,4,"2","2",9,5838,1
"5590",5590,"2","2",4,5,257,2,"1","1",3,5394,0
"5591",5591,"3","1",5,5,195,4,"2","1",1,4482,0
"5592",5592,"5","1",2,3,201,3,"2","1",5,5733,1
"5593",5593,"4","1",4,4,264,4,"2","1",9,5186,0
"5594",5594,"5","1",3,2,180,2,"3","1",10,4024,0
"5595",5595,"1","1",3,1,220,3,"1","2",6,5572,1
"5596",5596,"2","1",5,1,113,3,"2","2",6,5509,1
"5597",5597,"3","1",4,2,168,2,"3","2",9,5684,0
"5598",5598,"5","1",5,2,251,3,"1","1",9,4298,1
"5599",5599,"4","1",4,2,245,3,"2","2",2,4835,1
"5600",5600,"5","1",4,4,164,4,"2","2",1,4365,1
"5601",5601,"1","1",3,1,232,2,"2","1",4,5806,1
"5602",5602,"2","1",4,3,138,3,"3","1",2,5358,0
"5603",5603,"3","1",4,2,233,3,"1","2",3,5740,1
"5604",5604,"5","1",4,4,150,2,"2","2",1,4711,1
"5605",5605,"4","1",3,5,253,2,"2","1",7,5846,0
"5606",5606,"5","1",4,4,179,3,"2","1",5,4061,1
"5607",5607,"1","1",5,2,135,2,"2","1",4,5405,0
"5608",5608,"2","1",3,1,166,2,"2","2",9,5853,1
"5609",5609,"3","1",3,4,196,2,"2","2",5,4342,1
"5610",5610,"5","1",4,4,238,2,"1","2",4,4337,1
"5611",5611,"4","1",2,2,159,6,"1","2",6,4044,0
"5612",5612,"5","1",3,5,226,2,"2","1",3,4208,1
"5613",5613,"1","3",5,1,182,5,"3","2",6,5398,0
"5614",5614,"2","3",5,5,173,3,"1","1",4,5265,1
"5615",5615,"3","3",3,2,257,5,"1","1",5,4130,1
"5616",5616,"5","3",2,3,223,3,"1","2",9,5653,0
"5617",5617,"4","3",4,2,194,3,"1","2",3,5174,0
"5618",5618,"5","3",5,4,281,3,"1","2",10,5675,0
"5619",5619,"1","3",5,4,236,3,"2","2",1,5711,0
"5620",5620,"2","3",3,5,165,4,"1","1",6,4795,1
"5621",5621,"3","3",4,2,200,2,"1","2",8,4222,0
"5622",5622,"5","3",3,3,168,4,"1","2",2,4541,1
"5623",5623,"4","3",4,3,266,6,"2","2",5,5209,0
"5624",5624,"5","3",2,1,226,2,"2","2",1,5576,0
"5625",5625,"1","3",5,3,143,2,"2","1",5,5612,1
"5626",5626,"2","3",4,2,116,3,"1","2",2,5602,1
"5627",5627,"3","3",4,4,139,2,"3","2",9,4446,1
"5628",5628,"5","3",4,3,248,2,"2","2",2,4700,0
"5629",5629,"4","3",5,4,135,2,"1","1",5,5834,0
"5630",5630,"5","3",4,4,265,2,"2","2",9,4106,0
"5631",5631,"1","3",5,5,175,6,"2","2",2,4995,1
"5632",5632,"2","3",6,2,256,3,"2","1",1,4435,1
"5633",5633,"3","3",5,4,217,2,"2","2",3,5925,0
"5634",5634,"5","3",4,4,203,3,"2","1",8,4443,0
"5635",5635,"4","2",3,4,145,2,"3","2",5,5513,0
"5636",5636,"5","2",3,2,268,3,"1","1",9,4215,0
"5637",5637,"1","2",4,5,206,2,"2","2",10,4437,0
"5638",5638,"2","2",3,2,215,3,"2","2",10,4198,1
"5639",5639,"3","2",4,1,177,3,"2","2",5,4382,0
"5640",5640,"5","2",3,3,183,3,"1","2",3,5538,0
"5641",5641,"4","2",4,2,227,5,"2","1",6,4618,0
"5642",5642,"5","2",4,1,209,4,"2","2",1,5057,0
"5643",5643,"1","2",4,4,193,3,"1","1",5,5090,1
"5644",5644,"2","2",4,4,144,2,"1","1",5,4380,1
"5645",5645,"3","2",4,2,192,3,"1","2",3,4130,1
"5646",5646,"5","2",2,3,247,4,"1","1",5,5725,0
"5647",5647,"4","2",3,4,199,4,"2","2",6,5207,0
"5648",5648,"5","2",6,5,273,5,"2","1",10,5756,1
"5649",5649,"1","2",3,3,232,4,"1","2",4,4662,1
"5650",5650,"2","2",3,5,214,3,"1","2",6,5319,0
"5651",5651,"3","2",5,1,156,2,"1","1",10,5086,0
"5652",5652,"5","2",4,3,200,3,"2","1",5,5108,0
"5653",5653,"4","2",3,5,196,3,"2","2",9,4741,1
"5654",5654,"5","2",5,3,189,3,"2","2",7,5830,1
"5655",5655,"1","2",5,2,266,2,"1","1",3,4030,0
"5656",5656,"2","2",4,4,198,2,"2","1",2,5725,1
"5657",5657,"3","2",4,5,144,2,"1","1",2,4978,0
"5658",5658,"5","2",4,4,217,5,"2","1",6,5891,1
"5659",5659,"4","2",5,1,169,4,"2","1",4,4541,0
"5660",5660,"5","2",3,1,153,4,"2","2",1,4608,0
"5661",5661,"1","2",4,4,152,2,"2","2",5,5324,0
"5662",5662,"2","2",5,5,245,5,"2","2",4,4627,0
"5663",5663,"3","2",4,2,237,3,"1","1",2,5277,0
"5664",5664,"5","2",4,2,266,2,"1","2",8,5516,0
"5665",5665,"4","2",4,5,216,4,"2","2",1,4458,1
"5666",5666,"5","2",3,4,186,3,"2","2",4,5501,1
"5667",5667,"1","2",5,3,280,4,"2","2",4,5192,0
"5668",5668,"2","2",4,5,229,2,"2","2",1,4869,0
"5669",5669,"3","2",3,2,225,3,"1","1",3,5529,0
"5670",5670,"5","2",3,5,149,3,"1","2",7,4357,0
"5671",5671,"4","2",5,5,200,3,"1","1",6,4401,1
"5672",5672,"5","2",4,2,246,3,"1","2",1,5815,1
"5673",5673,"1","2",3,4,150,2,"1","1",1,4742,0
"5674",5674,"2","2",3,1,175,3,"2","2",9,5797,0
"5675",5675,"3","2",3,5,141,3,"2","1",10,5775,0
"5676",5676,"5","2",3,4,102,3,"2","1",9,4111,0
"5677",5677,"4","2",3,1,209,3,"1","2",8,4367,0
"5678",5678,"5","2",4,4,287,6,"2","1",6,5282,0
"5679",5679,"1","2",3,5,212,2,"1","2",3,5761,1
"5680",5680,"2","2",3,4,205,3,"3","2",1,5407,0
"5681",5681,"3","2",3,1,180,2,"3","1",10,4200,0
"5682",5682,"5","2",5,4,229,3,"1","1",1,5660,0
"5683",5683,"4","2",2,2,182,3,"3","1",6,4112,1
"5684",5684,"5","2",4,1,183,3,"2","2",4,4789,0
"5685",5685,"1","2",3,1,212,3,"2","1",10,5759,0
"5686",5686,"2","2",4,3,235,6,"2","1",2,4689,0
"5687",5687,"3","2",5,5,210,4,"2","1",9,5081,1
"5688",5688,"5","2",5,2,111,4,"2","2",7,4424,0
"5689",5689,"4","2",5,1,270,4,"2","2",7,5149,0
"5690",5690,"5","2",4,4,135,2,"1","1",4,4684,0
"5691",5691,"1","2",3,5,143,3,"1","2",10,5021,0
"5692",5692,"2","2",4,1,216,2,"1","2",5,5059,0
"5693",5693,"3","2",5,1,136,3,"1","1",10,5308,0
"5694",5694,"5","2",3,3,145,3,"1","2",10,5696,0
"5695",5695,"4","2",5,3,142,4,"2","2",4,5116,1
"5696",5696,"5","2",4,2,175,3,"2","1",7,4874,1
"5697",5697,"1","2",3,1,183,2,"1","1",5,5329,1
"5698",5698,"2","2",3,1,191,5,"2","1",2,4956,1
"5699",5699,"3","2",3,4,247,3,"1","2",9,4157,0
"5700",5700,"5","2",3,1,170,2,"1","2",2,5662,1
"5701",5701,"4","2",3,2,275,2,"1","2",5,5393,1
"5702",5702,"5","2",4,4,147,4,"1","2",8,5882,0
"5703",5703,"1","2",4,4,188,3,"1","1",6,4174,1
"5704",5704,"2","2",5,5,248,2,"1","1",4,5587,0
"5705",5705,"3","2",3,1,245,2,"1","2",8,4594,1
"5706",5706,"5","2",4,5,164,3,"3","1",3,4454,0
"5707",5707,"4","2",4,2,260,3,"2","2",3,4661,1
"5708",5708,"5","2",4,4,149,2,"2","2",9,4605,0
"5709",5709,"1","2",3,2,174,3,"1","1",3,4132,0
"5710",5710,"2","2",4,5,242,2,"1","2",1,5682,1
"5711",5711,"3","2",4,1,134,3,"2","1",7,4933,1
"5712",5712,"5","2",4,5,189,3,"2","2",3,5193,0
"5713",5713,"4","2",6,5,263,7,"3","1",7,5216,1
"5714",5714,"5","2",5,2,280,3,"3","2",8,5858,1
"5715",5715,"1","2",4,2,258,7,"2","1",3,4538,1
"5716",5716,"2","2",4,4,179,3,"3","2",1,5242,1
"5717",5717,"3","2",5,1,250,4,"2","1",10,5306,1
"5718",5718,"5","2",4,4,212,2,"2","1",5,4774,1
"5719",5719,"4","2",4,3,236,3,"1","1",4,4257,1
"5720",5720,"5","2",3,1,239,8,"3","1",6,5023,1
"5721",5721,"1","2",6,3,305,4,"1","1",3,1276,0
"5722",5722,"2","2",6,3,309,4,"1","1",5,1712,0
"5723",5723,"3","2",6,3,266,4,"2","1",8,1983,1
"5724",5724,"5","2",4,5,233,4,"1","2",6,1495,0
"5725",5725,"4","2",5,5,287,4,"1","1",4,1509,1
"5726",5726,"5","2",6,2,268,4,"1","2",7,1274,0
"5727",5727,"1","2",6,4,290,4,"2","1",10,1366,0
"5728",5728,"2","1",7,5,291,4,"3","1",6,1135,0
"5729",5729,"3","1",5,5,227,5,"2","2",3,1687,0
"5730",5730,"5","1",4,5,175,3,"2","2",5,4194,0
"5731",5731,"4","1",3,3,183,2,"1","1",6,5015,0
"5732",5732,"5","1",3,4,191,5,"2","2",4,4243,1
"5733",5733,"1","1",3,4,247,3,"1","1",10,5749,1
"5734",5734,"2","1",3,2,170,2,"1","1",2,4214,1
"5735",5735,"3","1",3,5,275,2,"1","2",7,4619,0
"5736",5736,"5","1",4,3,147,4,"1","2",7,4865,0
"5737",5737,"4","1",4,5,188,3,"1","1",4,4632,0
"5738",5738,"5","1",5,1,248,2,"1","2",6,5281,0
"5739",5739,"1","1",3,3,245,2,"1","2",4,4719,1
"5740",5740,"2","1",4,5,164,3,"3","1",7,4657,0
"5741",5741,"3","1",4,1,260,3,"2","1",9,5886,1
"5742",5742,"5","1",4,2,149,2,"2","1",8,5460,1
"5743",5743,"4","1",3,1,174,3,"1","1",7,4318,1
"5744",5744,"5","1",4,1,242,2,"1","2",2,5825,0
"5745",5745,"1","1",4,5,134,3,"2","2",4,5423,0
"5746",5746,"2","1",4,3,189,3,"2","2",4,4410,0
"5747",5747,"3","1",6,5,263,7,"3","1",9,5991,1
"5748",5748,"5","1",5,3,280,3,"3","1",2,5273,0
"5749",5749,"4","1",4,4,258,7,"2","1",8,5069,0
"5750",5750,"5","3",4,1,179,3,"3","1",5,4129,0
"5751",5751,"1","3",5,4,250,4,"2","1",4,4531,0
"5752",5752,"2","3",4,1,212,2,"2","2",7,5864,0
"5753",5753,"3","3",4,4,236,3,"1","1",10,4347,1
"5754",5754,"5","3",3,4,239,8,"3","1",4,4192,0
"5755",5755,"4","3",6,4,305,4,"1","2",7,1172,1
"5756",5756,"5","3",6,1,309,4,"1","2",6,1866,1
"5757",5757,"1","3",6,1,266,4,"2","2",2,1862,1
"5758",5758,"2","3",4,2,233,4,"1","1",7,1861,0
"5759",5759,"3","3",5,1,287,4,"1","2",4,1579,0
"5760",5760,"5","3",6,5,268,4,"1","2",2,1324,0
"5761",5761,"4","3",6,1,290,4,"2","1",6,1505,1
"5762",5762,"5","3",7,3,244,5,"2","2",10,1913,1
"5763",5763,"1","3",6,3,245,4,"1","1",2,1158,1
"5764",5764,"2","3",5,4,219,5,"1","1",5,1867,0
"5765",5765,"3","3",6,3,257,4,"1","2",4,1358,1
"5766",5766,"5","3",6,1,250,4,"1","2",2,1783,1
"5767",5767,"4","3",6,1,249,4,"2","1",2,1189,1
"5768",5768,"5","3",5,4,259,5,"1","2",2,1627,1
"5769",5769,"1","3",6,4,266,4,"1","1",3,1503,1
"5770",5770,"2","3",6,5,244,4,"2","2",4,1648,1
"5771",5771,"3","3",4,2,239,6,"1","2",7,1934,0
"5772",5772,"5","2",4,2,270,5,"1","1",6,1520,0
"5773",5773,"4","2",6,4,270,4,"1","2",10,1199,1
"5774",5774,"5","2",6,5,257,4,"2","2",1,1957,1
"5775",5775,"1","2",4,2,243,5,"2","2",4,1633,1
"5776",5776,"2","2",5,2,264,6,"2","1",10,1659,1
"5777",5777,"3","2",5,4,224,6,"1","2",6,1049,1
"5778",5778,"5","2",6,5,304,4,"1","1",8,1755,1
"5779",5779,"4","2",4,2,243,5,"2","2",8,1922,0
"5780",5780,"5","2",6,3,272,4,"1","1",5,1355,1
"5781",5781,"1","2",5,4,269,5,"1","2",4,1537,1
"5782",5782,"2","2",7,3,267,4,"1","1",7,1384,0
"5783",5783,"3","2",6,1,251,4,"1","1",2,1679,0
"5784",5784,"5","2",4,3,249,5,"1","2",3,1012,1
"5785",5785,"4","2",7,2,284,4,"1","2",6,1550,1
"5786",5786,"5","2",4,1,254,5,"2","2",3,1880,1
"5787",5787,"1","2",6,5,269,4,"1","1",5,1264,1
"5788",5788,"2","2",7,5,265,4,"1","2",9,1393,0
"5789",5789,"3","2",5,3,220,6,"2","2",6,1830,1
"5790",5790,"5","2",4,4,217,5,"2","2",4,1503,0
"5791",5791,"4","2",7,4,285,4,"2","2",2,1017,1
"5792",5792,"5","2",5,1,265,5,"2","2",3,1514,1
"5793",5793,"1","2",5,1,240,5,"2","1",1,1200,0
"5794",5794,"2","2",5,5,247,3,"1","1",1,5226,0
"5795",5795,"3","2",5,4,179,6,"2","2",8,4615,1
"5796",5796,"5","2",4,5,142,2,"2","2",9,5425,1
"5797",5797,"4","2",4,3,207,5,"3","2",6,4145,0
"5798",5798,"5","2",3,1,183,3,"2","1",7,5849,1
"5799",5799,"1","2",4,3,167,2,"2","2",2,5544,0
"5800",5800,"2","2",4,3,175,3,"1","2",2,5208,0
"5801",5801,"3","2",3,5,183,2,"1","1",8,5881,1
"5802",5802,"5","2",6,5,176,3,"1","2",10,5307,0
"5803",5803,"4","2",3,4,187,3,"1","1",7,5417,0
"5804",5804,"5","2",4,5,143,3,"2","2",8,4142,1
"5805",5805,"1","2",4,3,136,3,"1","2",7,5976,0
"5806",5806,"2","2",3,3,178,3,"1","1",3,5396,1
"5807",5807,"3","2",4,4,208,2,"2","2",6,4983,1
"5808",5808,"5","2",4,1,171,2,"2","1",1,5635,0
"5809",5809,"4","2",2,1,197,4,"1","1",5,4614,0
"5810",5810,"5","2",5,1,179,3,"1","2",7,5814,0
"5811",5811,"1","2",6,4,197,5,"2","1",4,5889,1
"5812",5812,"2","2",5,4,285,2,"1","1",2,4505,1
"5813",5813,"3","2",6,1,141,5,"1","2",9,5113,0
"5814",5814,"5","2",4,5,274,3,"2","1",5,4773,0
"5815",5815,"4","2",5,2,287,3,"2","2",3,4903,1
"5816",5816,"5","2",5,3,218,3,"2","2",4,4198,1
"5817",5817,"1","2",3,1,213,3,"3","2",6,5535,0
"5818",5818,"2","2",2,1,207,4,"1","1",1,5742,0
"5819",5819,"3","2",5,5,273,4,"1","1",7,4064,1
"5820",5820,"5","2",3,3,185,3,"1","1",6,5995,1
"5821",5821,"4","2",3,1,192,3,"1","2",4,5179,0
"5822",5822,"5","2",4,4,276,2,"2","2",3,4306,1
"5823",5823,"1","2",5,2,229,2,"2","1",1,5724,0
"5824",5824,"2","2",3,5,248,2,"3","1",3,5287,1
"5825",5825,"3","2",3,4,267,3,"3","2",2,5204,1
"5826",5826,"5","2",4,4,272,3,"1","1",9,5458,0
"5827",5827,"4","2",3,3,153,3,"1","1",8,5487,0
"5828",5828,"5","2",4,2,246,4,"2","1",7,5056,1
"5829",5829,"1","2",3,3,261,4,"1","2",9,4529,1
"5830",5830,"2","2",4,5,207,2,"1","2",3,5270,1
"5831",5831,"3","2",3,1,133,3,"2","1",8,4634,0
"5832",5832,"5","2",3,5,269,5,"1","1",6,5932,1
"5833",5833,"4","2",4,3,251,3,"3","1",8,5986,1
"5834",5834,"5","2",4,2,252,4,"1","2",3,4956,1
"5835",5835,"1","2",3,5,135,2,"1","2",4,5275,1
"5836",5836,"2","2",4,3,273,4,"2","2",1,4585,0
"5837",5837,"3","2",4,2,168,3,"1","1",3,4653,1
"5838",5838,"5","2",2,4,233,2,"2","2",6,4758,0
"5839",5839,"4","2",3,2,133,2,"1","2",3,4677,1
"5840",5840,"5","2",3,5,147,4,"3","1",10,5164,1
"5841",5841,"1","2",5,2,249,6,"1","1",8,5633,0
"5842",5842,"2","2",6,3,259,4,"1","2",3,4117,1
"5843",5843,"3","2",4,2,194,3,"1","2",10,5171,1
"5844",5844,"5","2",4,5,134,6,"2","1",7,4881,1
"5845",5845,"4","2",3,4,98,3,"1","1",5,4432,0
"5846",5846,"5","2",5,1,138,3,"1","1",10,5612,1
"5847",5847,"1","2",5,5,193,5,"3","2",4,5087,1
"5848",5848,"2","2",5,5,184,3,"2","1",7,4742,0
"5849",5849,"3","2",4,4,172,3,"2","1",7,5098,0
"5850",5850,"5","2",4,3,248,2,"2","1",2,4701,1
"5851",5851,"4","2",2,4,114,5,"3","2",5,5334,1
"5852",5852,"5","2",4,5,201,2,"3","2",2,4657,0
"5853",5853,"1","2",3,4,206,4,"2","1",2,4372,0
"5854",5854,"2","2",6,1,185,4,"3","2",10,5254,1
"5855",5855,"3","2",5,2,272,3,"3","1",5,4972,0
"5856",5856,"5","2",4,3,266,2,"2","1",6,4286,1
"5857",5857,"4","2",3,4,203,2,"1","1",9,5735,0
"5858",5858,"5","2",4,3,218,5,"1","1",2,4823,1
"5859",5859,"1","2",2,5,279,3,"1","2",8,4632,0
"5860",5860,"2","2",4,4,159,2,"1","1",4,4648,1
"5861",5861,"3","2",5,3,138,3,"1","2",5,5687,1
"5862",5862,"5","2",3,2,224,3,"1","2",7,5896,0
"5863",5863,"4","2",3,3,269,3,"1","1",4,4309,0
"5864",5864,"5","2",5,3,121,2,"2","2",4,5231,1
"5865",5865,"1","1",4,3,134,2,"1","2",2,4522,0
"5866",5866,"2","1",4,5,259,3,"2","1",4,5344,1
"5867",5867,"3","1",4,4,206,2,"3","1",8,4093,1
"5868",5868,"5","1",3,1,209,2,"1","1",6,5701,1
"5869",5869,"4","1",3,3,145,3,"2","1",1,5709,0
"5870",5870,"5","1",5,2,164,2,"2","1",8,5717,0
"5871",5871,"1","1",3,1,133,3,"2","1",6,5464,1
"5872",5872,"2","1",3,2,178,3,"1","2",5,5686,0
"5873",5873,"3","1",4,3,175,2,"1","1",3,4200,0
"5874",5874,"5","1",2,4,242,3,"2","1",8,4898,0
"5875",5875,"4","1",4,2,202,3,"1","1",8,4575,1
"5876",5876,"5","1",4,3,176,2,"1","2",6,5149,1
"5877",5877,"1","1",4,3,203,4,"1","2",1,5274,0
"5878",5878,"2","1",4,3,207,4,"1","1",5,5008,1
"5879",5879,"3","1",4,2,268,3,"2","1",1,4927,0
"5880",5880,"5","1",3,3,244,3,"1","1",6,5109,0
"5881",5881,"4","1",3,5,134,3,"1","2",10,4693,0
"5882",5882,"5","1",3,4,143,3,"1","2",1,4392,1
